,all_frac,best_frac,best_match,best_match_dk,entropy,idx,n_matches,top_occurence,w
335,0.06263048016701461,0.32967032967032966,Education,undervis_folkeskole_ungdomsuddan,2.172978212217852,885,91,479,spørger
336,0.8666666666666667,0.7027027027027027,Education,undervis_folkeskole_ungdomsuddan,0.9842379332215879,2192,37,30,tryg
337,0.09083696945656486,0.30533333333333335,Religion, religi_ værdipol,2.063775773946053,684,750,2521,føler
338,0.05541267243394903,0.21057307863171923,Culture,kunst _musik_museum_kulturpol,2.422525735358583,3,2251,8554,år
339,0.13097987462883537,0.25335035098915126,Science,forskning_ universitet_videregående udd,2.242133968911213,215,1567,3031,gennem
340,0.9129005751848809,0.6574937120875869,Social policy,fattig_socialt udsat_socialminis_svageste,1.37443870501482,357,6759,4868,forskel
341,1.5701281186783547,0.555727923627685,Social policy,fattig_socialt udsat_socialminis_svageste,1.1864565147156714,609,8380,2966,hjælper
342,3.1751025991792066,0.893035782993459,Foreign affairs,udenrig_ forsvaret _militær,0.4253176462095816,799,5198,1462,fortjener
343,0.18934280639431617,0.4329813160032494,Crime,kriminal_kriminel,1.7166417398148481,1050,1231,2815,ung
344,0.47347740667976423,0.6116751269035533,Crime,kriminal_kriminel,1.4816777768943301,2211,394,509,undskyldning
345,0.6276483846731781,0.5824850090642867,Taxes,skat,1.470620170318488,70,7171,6655,mindre
347,1.2028985507246377,0.36403508771929827,Crime,kriminal_kriminel,1.4994030972281844,2061,228,69,forebygge
348,0.09513742071881606,0.35714285714285715,Immigration,indvandr_flygt_udlænding,2.007143628585917,1041,126,473,mindste
353,0.5989046391752577,0.6101083032490975,Immigration,indvandr_flygt_udlænding,1.502764387670567,589,3047,3104,røde
356,0.38941459502806736,0.6459164671455174,Crime,kriminal_kriminel,1.2502084159117957,242,3759,6235,simpelthen
357,6.02,0.9901315789473685,Environment, klima_ miljø _ naturen ,0.0683865538789724,2444,2432,400,børnebørn
358,0.17133956386292834,0.18487394957983194,Culture,kunst _musik_museum_kulturpol,2.3844983556078976,386,595,642,vigtig
359,0.15245202558635396,0.5954788816180845,Foreign affairs,udenrig_ forsvaret _militær,1.212545377464152,1899,1681,6566,kvinders
360,0.1570182394924663,0.1853932584269663,Science,forskning_ universitet_videregående udd,2.51024946406216,3859,1068,1261,maja
361,0.6317073170731707,0.7801204819277109,Religion, religi_ værdipol,0.9527460353243087,1530,332,410,kærlighed
362,0.5002898550724638,0.7614705882352941,Religion, religi_ værdipol,0.7537827225704278,1711,3400,5175,køn
363,0.7334575955265611,0.3065835605765485,Environment, klima_ miljø _ naturen ,1.916692000917309,140,12835,5365,bedste
365,0.17868561278863232,0.48164698372167253,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,1.4997003243007136,218,3133,8445,aalborg
366,0.04447655748233783,0.6412037037037037,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,1.3551890867657839,1109,432,6228,kommunens
367,0.24290929514181409,0.6113074204946997,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,1.4973475218727341,368,2830,7122,kommuner
368,0.05817174515235457,0.25609756097560976,Culture,kunst _musik_museum_kulturpol,2.104093029200042,339,246,1083,fortælle
369,0.1154562383612663,0.2616033755274262,Religion, religi_ værdipol,2.3415395520948654,398,237,537,ligesom
370,0.18407960199004975,0.24342105263157895,Education,undervis_folkeskole_ungdomsuddan,2.2323777214395566,3706,152,201,lone
371,5.393258426966292,0.997920997920998,Education,undervis_folkeskole_ungdomsuddan,0.014916480349150784,4663,481,89,inklusionen
372,3.0,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,6023,6,2,inkludere
373,2.4,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,8344,12,5,inkluderes
374,2.1724137931034484,0.7,Education,undervis_folkeskole_ungdomsuddan,0.921275820234932,2525,450,145,dannelse
375,0.3640483383685801,0.43138424821002386,Religion, religi_ værdipol,1.4216200896140803,713,1676,1986,slå
376,1.6666666666666667,0.8064516129032258,Education,undervis_folkeskole_ungdomsuddan,0.4913274484505221,5160,31,15,opdragelse
377,0.06110458284371328,0.2311111111111111,Health, sundhed,2.277502450355462,341,450,1702,heldigvis
378,0.24,0.4,Religion, religi_ værdipol,1.6582616480661572,1933,45,75,bestemmer
379,1.15,0.8846153846153846,Education,undervis_folkeskole_ungdomsuddan,0.431071102348777,4109,26,20,unger
380,0.6934673366834171,0.5679012345679012,Crime,kriminal_kriminel,1.1103291191324927,4211,243,199,alkohol
381,0.5384615384615384,0.5,Health, sundhed,1.034601232910181,2076,14,13,skader
382,1.1111111111111112,0.7692307692307693,Education,undervis_folkeskole_ungdomsuddan,0.7937300551584247,7526,13,9,anbragte
383,0.2166888424253944,0.397212543554007,Economy, økonom_ vækst,1.3385115091168986,532,2870,5261,vilkår
384,1.1696428571428572,0.7797619047619048,Education,undervis_folkeskole_ungdomsuddan,0.8907837548379338,4436,168,112,drengene
385,0.23564954682779457,0.7428571428571429,Education,undervis_folkeskole_ungdomsuddan,0.9850917375370114,1888,105,331,lært
389,0.08294930875576037,0.225,Science,forskning_ universitet_videregående udd,2.214659717368783,1902,80,217,hjerte
390,0.13333333333333333,0.5,Education,undervis_folkeskole_ungdomsuddan,1.3862943611198906,2992,8,30,drøm
391,0.22068095838587642,0.2864157119476268,Culture,kunst _musik_museum_kulturpol,2.3202668452516324,3477,611,793,anna
392,0.10450819672131148,0.3695652173913043,Culture,kunst _musik_museum_kulturpol,2.213639380098836,1964,138,488,anne
393,0.18532818532818532,0.21428571428571427,Culture,kunst _musik_museum_kulturpol,2.2656358721836294,5579,224,259,allerslev
394,0.12359550561797752,0.171875,Culture,kunst _musik_museum_kulturpol,2.169338623506581,7326,64,89,mee
395,0.3880248833592535,0.3114856429463171,Crime,kriminal_kriminel,2.1383952958892745,259,1602,1286,sætter
396,0.7791418215830702,0.9792799412196914,Foreign affairs,udenrig_ forsvaret _militær,0.13554213294281733,226,6805,8553,the
397,0.1,0.25217391304347825,Foreign affairs,udenrig_ forsvaret _militær,2.013116111971924,573,230,580,nødvendigt
398,0.48853211009174313,0.6085714285714285,Crime,kriminal_kriminel,1.4219572357739694,620,1050,1308,konsekvenser
399,0.5285714285714286,0.6434782608695652,Health, sundhed,1.2570241758697964,1762,115,140,effekt
400,3.628342245989305,0.9679029957203994,Crime,kriminal_kriminel,0.17552823459759975,2203,1402,374,adfærd
401,0.09635353779280367,0.2708757637474542,Religion, religi_ værdipol,2.2482931614218424,3253,1473,4141,grenov
402,0.03543307086614173,0.2727272727272727,Culture,kunst _musik_museum_kulturpol,2.314547010820387,745,165,1270,hørt
403,0.3026315789473684,0.36220472440944884,Foreign affairs,udenrig_ forsvaret _militær,1.9451179721990206,4644,127,152,stikken
404,5.512820512820513,0.9307359307359307,Crime,kriminal_kriminel,0.33796608552073293,1889,231,39,trygge
405,0.31797989244797753,0.3753795197350262,Economy, økonom_ vækst,1.6199954679359376,13,7246,8554,regeringen
406,0.28501285948094457,0.5452918810109595,Immigration,indvandr_flygt_udlænding,1.4991489946457728,25,4471,8554,venstre
408,1.3145843118835134,0.7659414340448824,Immigration,indvandr_flygt_udlænding,0.8640327273756914,77,14616,8516,folkeparti
409,0.14243845252051582,0.4202698028363888,Immigration,indvandr_flygt_udlænding,1.823284774545712,155,2891,8530,løkke
410,0.1335024767427812,0.3230049693072201,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,1.8022505841438434,55,3421,8277,folketinget
411,0.37043169722057956,0.575629479875023,Economy, økonom_ vækst,1.3621372498444233,43,5441,8455,politik
412,0.1681183629638468,0.2704933768477635,Employment, beskæftig,2.0687578112277905,38,5209,8381,sf
413,0.49151657530670845,0.4839372911847854,Crime,kriminal_kriminel,1.3983056037121488,24,7782,7662,siger
414,4.584005612065941,0.8362554389557205,Immigration,indvandr_flygt_udlænding,0.7219350777158678,1,46884,8553,danmark
416,0.2546583850931677,0.3967249720878303,Immigration,indvandr_flygt_udlænding,1.5797882573374191,17,5374,8372,del
417,2.4437693898655635,0.6175077576351462,Immigration,indvandr_flygt_udlænding,1.0119301435104975,61,30615,7736,enig
419,2.8143404357194157,0.6601246630727763,Immigration,indvandr_flygt_udlænding,1.255540215223494,138,35616,8354,land
422,1.54853579175705,0.7329312114989733,Immigration,indvandr_flygt_udlænding,1.0393941861435,470,15584,7376,jens
423,1.0038142838353281,0.726718720243763,Crime,kriminal_kriminel,1.0199754301525337,134,10502,7603,konservative
424,0.1483303132280611,0.5276243093922652,Employment, beskæftig,1.6842197203270806,194,2172,7726,aftale
425,0.1335125448028674,0.5619612068965517,Immigration,indvandr_flygt_udlænding,1.5148371936313378,112,1856,7812,partier
426,0.12851643470535978,0.33787465940054495,Economy, økonom_ vækst,1.9165693192121194,407,2569,6754,blå
427,0.1340677966101695,0.33630952380952384,Economy, økonom_ vækst,2.010102679624532,786,2352,5900,blok
428,0.12216549922830346,0.38181818181818183,Immigration,indvandr_flygt_udlænding,1.8909506162262986,161,2695,8423,lars
429,0.44774364251065707,0.7037892791127541,Immigration,indvandr_flygt_udlænding,1.1456727632568804,186,4328,6803,socialdemokraterne
430,0.4378481012658228,0.553617157490397,Immigration,indvandr_flygt_udlænding,1.205079299395015,109,6248,7900,regering
431,0.1465041693393201,0.38104771438104773,Immigration,indvandr_flygt_udlænding,1.6471889693038868,383,2997,7795,helle
432,0.15198899174380787,0.3973185088293002,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,1.6867712130381458,59,3058,7994,forslag
433,0.09414381022979985,0.30209324452902,Immigration,indvandr_flygt_udlænding,1.842543981995543,166,2102,6745,s
434,0.15010237832729564,0.35127165499447105,Immigration,indvandr_flygt_udlænding,1.5811461880780955,87,2713,6349,imod
435,1.3887110852487634,0.7050221565731167,Immigration,indvandr_flygt_udlænding,1.1111745436815565,695,13540,6874,mvh
436,1.4069026810842837,0.7062235110417131,Immigration,indvandr_flygt_udlænding,1.1081229644487145,1218,13449,6751,vornøe
437,0.1040084388185654,0.32888592394929955,Environment, klima_ miljø _ naturen ,1.7568830409756075,477,1499,4740,v
440,1.506394640682095,0.3992897211348319,Crime,kriminal_kriminel,1.4160268648990246,676,24779,6568,sverige
441,2.306005895357406,0.8200340670859538,Immigration,indvandr_flygt_udlænding,0.6676499160813218,663,15264,5428,martin
443,0.12449236801568407,0.22500632751202226,Crime,kriminal_kriminel,2.1978988420162118,360,3951,7141,mette
444,0.37651639958065,0.41872085276482346,Immigration,indvandr_flygt_udlænding,1.5707153606689863,507,6004,6677,kristian
445,0.8098331610807619,0.4110153615586362,Economy, økonom_ vækst,1.531635112546358,256,13345,6773,velfærd
446,0.12328551158757686,0.2134862134862135,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,2.2145017023025813,702,3663,6343,frederiksen
447,0.46741310160427807,0.3900976290097629,Immigration,indvandr_flygt_udlænding,1.5778397634197665,785,7170,5984,dahl
448,0.45249569707401033,0.37702567044313784,Immigration,indvandr_flygt_udlænding,1.5756679102636395,1038,6973,5810,thulesen
449,0.10687342833193629,0.44710695499707775,Immigration,indvandr_flygt_udlænding,1.8500554501685444,233,1711,7158,parti
451,1.0089115213239974,0.7339095539435098,Immigration,indvandr_flygt_udlænding,1.0133394423633086,848,6479,4713,folketingskandidat
452,2.579211649510419,0.8278001611603546,Immigration,indvandr_flygt_udlænding,0.6255319600964778,1779,12410,3983,henriksen
453,0.5565442485034784,0.5598047192839707,EU, EU _ eu,1.5094875486994548,121,6145,6181,radikale
454,0.09531120822014881,0.3981253083374445,Crime,kriminal_kriminel,1.7198864458997383,16,2027,8467,gerne
455,0.8404074702886248,0.6392045454545454,Crime,kriminal_kriminel,1.2679145828818554,513,3872,2945,like
456,1.4494845360824742,0.7127407908077054,Immigration,indvandr_flygt_udlænding,0.9650305707739452,856,8877,4365,folkepartis
457,2.186356642161053,0.5369724963258451,Immigration,indvandr_flygt_udlænding,1.4160099692630432,145,23815,5849,danskere
462,2.2031746031746033,0.5779587304524845,EU, EU _ eu,1.1581379545872796,184,21614,5670,danskerne
463,0.9474530831099196,0.576320939334638,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,1.117588697433526,633,3066,1865,befolkningen
465,1.7354995444883086,0.8371173282554563,EU, EU _ eu,0.7027247226000571,1006,6827,3293,december
466,0.07384987893462469,0.2675438596491228,Foreign affairs,udenrig_ forsvaret _militær,1.8492806451255206,1210,228,826,vælgerne
467,0.2468354430379747,0.468,Immigration,indvandr_flygt_udlænding,1.5906403375838247,1415,250,474,vælgere
468,1.946058091286307,0.8077502691065662,Culture,kunst _musik_museum_kulturpol,0.8746727294921512,2804,9290,3856,bertel
469,1.3405830633965756,0.7561994257374054,Culture,kunst _musik_museum_kulturpol,1.0925783201073096,3699,3831,2161,haarder
470,0.07065669160432253,0.3333333333333333,Immigration,indvandr_flygt_udlænding,2.1561407566998305,1957,510,2406,gentofte
472,0.1158371040723982,0.22387407083515523,Immigration,indvandr_flygt_udlænding,2.3348905092088508,2026,2287,4420,kjærsgaard
474,0.32624677130935825,0.5887414844030119,Culture,kunst _musik_museum_kulturpol,1.4159238181608738,190,2789,5033,taler
475,2.7463672391017173,0.8413597733711048,Immigration,indvandr_flygt_udlænding,0.5913001145748571,1167,2471,757,dansker
476,0.5710520535910388,0.41145750909954104,Taxes,skat,1.3833328346074198,1236,6319,4553,nulvækst
477,0.5925130408100644,0.3359429366736256,Social policy,fattig_socialt udsat_socialminis_svageste,1.73493579279297,758,5748,3259,skære
478,0.18413855970829535,0.27874885004599814,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,1.9871872563730193,2282,2174,3291,hjort
479,0.4753521126760563,0.3451581975071908,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,1.6576408416046777,1237,3129,2272,nedskæringer
481,0.6756867568675686,0.5876270279907292,Crime,kriminal_kriminel,1.1061744587540152,637,5609,4878,peter
482,0.914722445695897,0.5066844919786097,Crime,kriminal_kriminel,1.269791993080457,3511,2244,1243,skaarup
483,1.1220362622036262,0.6108580106302202,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,1.1086578041676585,4304,2634,1434,boligydelse
484,0.13811585240156668,0.2936021034180543,Immigration,indvandr_flygt_udlænding,1.9150381236688396,909,2282,4851,stem
485,0.6703046839472487,0.4355791962174941,Immigration,indvandr_flygt_udlænding,1.8985319386601431,1997,3384,2199,madsen
486,1.0131643100926377,0.5431259801359122,Immigration,indvandr_flygt_udlænding,1.6601431497497134,3910,3826,2051,glen
487,1.0290088638195003,0.7516185991759858,Economy, økonom_ vækst,1.1091970510339646,287,1699,1241,dermed
488,0.04788732394366197,0.2404040404040404,Culture,kunst _musik_museum_kulturpol,2.2932892979952384,337,495,2485,hvilket
489,0.3709090909090909,0.5284974093264249,Immigration,indvandr_flygt_udlænding,1.6275328771310622,6537,193,275,fordinogdanmarksfremtid
490,2.0685019206145965,0.6207492795389049,Immigration,indvandr_flygt_udlænding,1.021711710039412,528,5205,1562,personer
491,0.0941190225651818,0.20140105078809106,Environment, klima_ miljø _ naturen ,2.186749041378384,2,3997,8553,__url__
492,0.08697308278313864,0.235719201651755,Religion, religi_ værdipol,2.1297184835038183,153,2906,7876,liberal
493,0.09132176234979973,0.25675675675675674,Religion, religi_ værdipol,2.1061729481723885,237,2664,7490,alliance
494,0.2290351668169522,0.48,Taxes,skat,1.749478305038889,252,3175,6654,la
495,2.5464285714285713,0.8778551413772607,Crime,kriminal_kriminel,0.5812336859470228,292,23554,8120,søren
497,0.05787385415241483,0.23844419391206315,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,2.0793783369839858,599,1774,7309,rasmussen
498,0.41778202676864246,0.3087248322147651,Immigration,indvandr_flygt_udlænding,1.7788769190065445,2003,2831,2092,marie
499,0.41909662664379643,0.3265033407572383,Immigration,indvandr_flygt_udlænding,1.7592273506675544,2921,2245,1749,krarup
500,0.3005504587155963,0.2646203554119548,Foreign affairs,udenrig_ forsvaret _militær,2.141941222149478,3572,3095,2725,stampe
501,0.2592662991826649,0.21929260450160773,Crime,kriminal_kriminel,2.3178354742849847,1190,6220,5261,c3
502,5.362787356321839,0.992950252726789,EU, EU _ eu,0.05127091042512499,1894,30072,5568,messerschmidt
503,0.7627345844504021,0.818705035971223,EU, EU _ eu,0.7933936831379163,806,695,746,indflydelse
504,3.9344262295081966,0.9690444145356663,EU, EU _ eu,0.1967809667420524,4223,4458,1098,bendt
505,1.7630614115490375,0.7936049510056731,Crime,kriminal_kriminel,0.7585539783433719,2080,9695,4364,espersen
506,1.5220554797635288,0.6392284186401833,Crime,kriminal_kriminel,0.9174492710848451,2823,5236,2199,lene
507,0.5237113402061856,0.49706457925636005,EU, EU _ eu,1.484504365826891,2752,511,485,jeppe
508,2.4873916979180137,0.8775091240875912,EU, EU _ eu,0.6319253892050855,340,21920,7733,morten
509,0.4802910855063675,0.2905711141005259,Education,undervis_folkeskole_ungdomsuddan,2.0452494549399822,2257,8177,4947,dkmedier
511,0.5264611136677404,0.3497936095398257,Education,undervis_folkeskole_ungdomsuddan,2.042976228325363,2769,6541,4346,tvsyd
513,0.06565229642152719,0.20656028368794327,Employment, beskæftig,2.4092226608687626,2068,1128,3549,joachim
516,0.16968570986220777,0.4886312973695943,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,1.6103471964898746,508,2243,6459,forslaget
